CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
252784301,DRH,DiamondRock Hospitality Co,100,-1500,903,-13.54K,-93.8%,<.01%
70509V100,PEB,Pebblebrook Hotel Trust,100,-1000,1.35K,-13.55K,-90.9%,<.01%
37892E102,GIC,Global Industrial Co,0,-400,0,-13.59K,CLOSE,0%
46590V100,JBGS,JBG SMITH Properties,200,-900,3.07K,-13.83K,-81.8%,<.01%
26817Q886,DX,Dynex Capital Inc,200,-1100,2.53K,-13.91K,-84.6%,<.01%
294628102,EQC,Equity Commonwealth,0,-700,0,-13.93K,CLOSE,0%
74051N102,PINC,Premier Inc,0,-700,0,-14K,CLOSE,0%
297602104,ETD,Ethan Allen Interiors Inc,100,-500,2.81K,-14.05K,-83.3%,<.01%
549498103,LCID,Lucid Group Inc,700,-4700,2.11K,-14.19K,-87%,<.01%
928254101,VIRT,Virtu Financial Inc,100,-400,3.57K,-14.27K,-80%,<.01%
382550101,GT,Goodyear Tire & Rubber Co/The,100,-1600,900,-14.4K,-94.1%,<.01%
00183L102,ANGI,Angi Inc,0,-5600,0,-14.45K,CLOSE,0%
868459108,SUPN,Supernus Pharmaceuticals Inc,100,-400,3.62K,-14.46K,-80%,<.01%
50060P106,KOP,Koppers Holdings Inc,0,-400,0,-14.61K,CLOSE,0%
N70544106,PLYA,Playa Hotels & Resorts NV,0,-1900,0,-14.72K,CLOSE,0%
G36738105,FDP,Fresh Del Monte Produce Inc,0,-500,0,-14.77K,CLOSE,0%
457030104,IMKTA,Ingles Markets Inc,0,-200,0,-14.92K,CLOSE,0%
500643200,KFY,Korn Ferry,0,-200,0,-15.05K,CLOSE,0%
69318J100,CNXN,PC Connection Inc,0,-200,0,-15.09K,CLOSE,0%
00091G104,ACVA,ACV Auctions Inc,100,-700,2.16K,-15.12K,-87.5%,<.01%
45674M101,INFA,Informatica Inc,0,-600,0,-15.17K,CLOSE,0%
00090Q103,ADT,ADT Inc,0,-2100,0,-15.18K,CLOSE,0%
535919500,LGFB,Lions Gate Entertainment Corp. B (USD),1,-1900,8,-15.2K,-99.9%,<.01%
051774107,AUR,Aurora Innovation Inc,300,-2500,1.89K,-15.75K,-89.3%,<.01%
157210105,CEVA,CEVA Inc,100,-500,3.15K,-15.78K,-83.3%,<.01%
441593100,HLI,Houlihan Lokey Inc,0,-100,0,-15.8K,CLOSE,0%
48238T109,OPLN,OPENLANE Inc,200,-800,3.97K,-15.87K,-80%,<.01%
898402102,TRMK,Trustmark Corp,0,-500,0,-15.91K,CLOSE,0%
228903100,AORT,Artivion Inc,0,-600,0,-15.97K,CLOSE,0%
74276L105,PRCT,PROCEPT BioRobotics Corp,100,-200,8.05K,-16.1K,-66.7%,<.01%
401617105,GES,Guess Inc,0,-800,0,-16.1K,CLOSE,0%
577096100,MTTR,Matterport Inc,0,-3600,0,-16.2K,CLOSE,0%
64049M209,NEO,NeoGenomics Inc,0,-1100,0,-16.23K,CLOSE,0%
85208T107,CXM,Sprinklr Inc,0,-2100,0,-16.23K,CLOSE,0%
70959W103,PAG,Penske Automotive Group Inc,0,-100,0,-16.24K,CLOSE,0%
861896108,SNEX,StoneX Group Inc,0,-200,0,-16.38K,CLOSE,0%
011642105,ALRM,Alarm.com Holdings Inc,0,-300,0,-16.4K,CLOSE,0%
002474104,AZZ,AZZ Inc,0,-200,0,-16.52K,CLOSE,0%
029899101,AWR,American States Water Co,0,-200,0,-16.66K,CLOSE,0%
57638P104,MBC,Masterbrand Inc,0,-900,0,-16.69K,CLOSE,0%
46131B704,IVR,Invesco Mortgage Capital Inc,0,-1800,0,-16.9K,CLOSE,0%
293712105,EFSC,Enterprise Financial Services Corp,100,-300,5.64K,-16.92K,-75%,<.01%
90337L108,USPH,US Physical Therapy Inc,0,-200,0,-16.93K,CLOSE,0%
00773T101,ASIX,AdvanSix Inc,100,-600,2.85K,-17.09K,-85.7%,<.01%
91704F104,UE,Urban Edge Properties,0,-800,0,-17.11K,CLOSE,0%
014491104,ALEX,Alexander & Baldwin Inc,0,-900,0,-17.28K,CLOSE,0%
024061103,AXL,American Axle & Manufacturing Holdings Inc,0,-2800,0,-17.3K,CLOSE,0%
691497309,OXM,Oxford Industries Inc,0,-200,0,-17.35K,CLOSE,0%
69924R108,PGRE,Paramount Group Inc,0,-3600,0,-17.71K,CLOSE,0%
03213A104,AMPL,Amplitude Inc,0,-2000,0,-17.94K,CLOSE,0%
57164Y107,VAC,Marriott Vacations Worldwide Corp,100,-200,8.98K,-17.96K,-66.7%,<.01%
05464T104,AXSM,Axsome Therapeutics Inc,0,-200,0,-17.97K,CLOSE,0%
88322Q108,TGTX,TG Therapeutics Inc,200,-600,6.02K,-18.06K,-75%,<.01%
63942X106,NVTS,Navitas Semiconductor Corp,0,-7400,0,-18.13K,CLOSE,0%
82981J851,SITC,SITE Centers Corp,0,-300,0,-18.15K,CLOSE,0%
44930G107,ICUI,ICU Medical Inc,0,-100,0,-18.22K,CLOSE,0%
431284108,HIW,Highwoods Properties Inc,100,-600,3.06K,-18.35K,-85.7%,<.01%
529043101,LXP,LXP Industrial Trust,600,-2300,4.87K,-18.68K,-79.3%,<.01%
192576106,COHU,Cohu Inc,500,-700,13.35K,-18.69K,-58.3%,<.01%
G9001E102,LILA,Liberty Latin America Ltd,100,-3000,636,-19.08K,-96.8%,<.01%
03064D108,COLD,Americold Realty Trust Inc,600,-900,12.84K,-19.26K,-60%,<.01%
950755108,WERN,Werner Enterprises Inc,0,-500,0,-19.3K,CLOSE,0%
596680108,MSEX,Middlesex Water Co,0,-300,0,-19.57K,CLOSE,0%
45332Y109,NARI,Inari Medical Inc,200,-400,10.21K,-20.42K,-66.7%,<.01%
773122106,RKLB,Rocket Lab USA Inc,0,-2100,0,-20.43K,CLOSE,0%
55405W104,MYRG,MYR Group Inc,0,-200,0,-20.45K,CLOSE,0%
879433829,TDS,Telephone and Data Systems Inc,100,-600,3.41K,-20.47K,-85.7%,<.01%
47580P103,JELD,JELD-WEN Holding Inc,200,-2500,1.64K,-20.48K,-92.6%,<.01%
22041X102,CRSR,Corsair Gaming Inc,400,-3100,2.64K,-20.49K,-88.6%,<.01%
62878D100,NABL,N-able Inc/US,300,-2200,2.8K,-20.55K,-88%,<.01%
G81276100,SIG,Signet Jewelers Ltd,0,-200,0,-20.63K,CLOSE,0%
29415F104,NVST,Envista Holdings Corp,200,-1100,3.86K,-21.22K,-84.6%,<.01%
505336107,LZB,La-Z-Boy Inc,0,-500,0,-21.46K,CLOSE,0%
32020R109,FFIN,First Financial Bankshares Inc,400,-600,14.42K,-21.63K,-60%,<.01%
03937C105,ARCB,ArcBest Corp,0,-200,0,-21.69K,CLOSE,0%
76155X100,RVMD,Revolution Medicines Inc,200,-500,8.75K,-21.87K,-71.4%,<.01%
320218100,THFF,First Financial Corp,0,-500,0,-21.93K,CLOSE,0%
07556Q881,BZH,Beazer Homes USA Inc,100,-800,2.75K,-21.97K,-88.9%,<.01%
163851108,CC,Chemours Co/The,100,-1300,1.69K,-21.97K,-92.9%,<.01%
21874C102,CNM,Core & Main Inc,14018,-432,713.66K,-21.99K,-3%,<.01%
45768S105,IOSP,Innospec Inc,300,-200,33.02K,-22.01K,-40%,<.01%
26884U109,EPR,EPR Properties,100,-500,4.43K,-22.14K,-83.3%,<.01%
60786M105,MC,Moelis & Co,100,-300,7.39K,-22.16K,-75%,<.01%
87266M107,TRTX,TPG RE Finance Trust Inc,0,-2600,0,-22.18K,CLOSE,0%
925550105,VIAV,Viavi Solutions Inc,400,-2200,4.04K,-22.22K,-84.6%,<.01%
42222N103,HSTM,HealthStream Inc,400,-700,12.72K,-22.26K,-63.6%,<.01%
872657101,TPG,TPG Inc,0,-400,0,-23.02K,CLOSE,0%
09581B103,OWL,Blue Owl Capital Inc,103981,-1000,2.42M,-23.26K,-1%,<.01%
G72800108,PRTA,Prothena Corp PLC,0,-1400,0,-23.42K,CLOSE,0%
754907103,RYN,Rayonier Inc,100,-900,2.61K,-23.49K,-90%,<.01%
374689107,ROCK,Gibraltar Industries Inc,100,-400,5.89K,-23.56K,-80%,<.01%
78646V107,SAFE,Safehold Inc,0,-900,0,-23.61K,CLOSE,0%
608190104,MHK,Mohawk Industries Inc,700,-200,83.39K,-23.83K,-22.2%,<.01%
404111106,HBT,HBT Financial Inc,0,-1100,0,-24.07K,CLOSE,0%
50189K103,LCII,LCI Industries,0,-200,0,-24.11K,CLOSE,0%
880345103,TNC,Tennant Co,100,-300,8.15K,-24.46K,-75%,<.01%
91332U101,U,Unity Software Inc,200,-1100,4.49K,-24.72K,-84.6%,<.01%
29977A105,EVR,Evercore Inc,0,-100,0,-25.33K,CLOSE,0%
235825205,DAN,Dana Inc,0,-2400,0,-25.34K,CLOSE,0%
191098102,COKE,Coca-Cola Consolidated Inc,2,-21,2.52K,-26.46K,-91.3%,<.01%
667340103,NWBI,Northwest Bancshares Inc,0,-2000,0,-26.76K,CLOSE,0%
64119V303,NTST,NETSTREIT Corp,600,-1900,8.49K,-26.89K,-76%,<.01%
90184D100,TWST,Twist Bioscience Corp,0,-600,0,-27.11K,CLOSE,0%
90187B804,TWO,Two Harbors Investment Corp,0,-2000,0,-27.76K,CLOSE,0%
047726302,BATRK,Atlanta Braves Holdings Inc,0,-700,0,-27.86K,CLOSE,0%
724078100,PIPR,Piper Sandler Cos,0,-100,0,-28.38K,CLOSE,0%
974637100,WGO,Winnebago Industries Inc,100,-600,4.78K,-28.67K,-85.7%,<.01%
731068102,PII,Polaris Inc,200,-500,11.52K,-28.81K,-71.4%,<.01%
004239109,AKR,Acadia Realty Trust,300,-1200,7.25K,-28.99K,-80%,<.01%
896288107,TNET,TriNet Group Inc,0,-300,0,-29.09K,CLOSE,0%
G037AX101,AMBA,Ambarella Inc,100,-400,7.27K,-29.1K,-80%,<.01%
185899101,CLF,Cleveland-Cliffs Inc,400,-3100,3.76K,-29.14K,-88.6%,<.01%
917047102,URBN,Urban Outfitters Inc,35900,-531,1.97M,-29.14K,-1.5%,<.01%
790148100,JOE,St Joe Co/The,0,-500,0,-29.16K,CLOSE,0%
729640102,PLYM,Plymouth Industrial REIT Inc,0,-1300,0,-29.38K,CLOSE,0%
222795502,CUZ,Cousins Properties Inc,0,-1000,0,-29.48K,CLOSE,0%
83570H108,SONO,Sonos Inc,0,-2400,0,-29.5K,CLOSE,0%
75943R102,RLAY,Relay Therapeutics Inc,0,-4200,0,-29.74K,CLOSE,0%
759916109,RGEN,Repligen Corp,0,-200,0,-29.76K,CLOSE,0%
034164103,ANDE,Andersons Inc/The,0,-600,0,-30.08K,CLOSE,0%
412822108,HOG,Harley-Davidson Inc,100,-1000,3.01K,-30.13K,-90.9%,<.01%
743606105,PB,Prosperity Bancshares Inc,400,-400,30.14K,-30.14K,-50%,<.01%
Y2685T131,GNK,Genco Shipping & Trading Ltd,300,-2200,4.18K,-30.67K,-88%,<.01%
22663K107,CRNX,Crinetics Pharmaceuticals Inc,100,-600,5.11K,-30.68K,-85.7%,<.01%
729132100,PLXS,Plexus Corp,100,-200,15.65K,-31.3K,-66.7%,<.01%
45378A106,IRT,Independence Realty Trust Inc,800,-1600,15.87K,-31.74K,-66.7%,<.01%
929328102,WSFS,WSFS Financial Corp,100,-600,5.31K,-31.88K,-85.7%,<.01%
G3075P101,ESGR,Enstar Group Ltd,0,-100,0,-32.16K,CLOSE,0%
447462102,HURN,Huron Consulting Group Inc,0,-300,0,-32.61K,CLOSE,0%
987184108,YORW,York Water Co/The,100,-1000,3.27K,-32.72K,-90.9%,<.01%
410120109,HWC,Hancock Whitney Corp,300,-600,16.42K,-32.83K,-66.7%,<.01%
74967X103,RH,RH,0,-100,0,-33.44K,CLOSE,0%
12621E103,CNO,CNO Financial Group Inc,200,-900,7.44K,-33.49K,-81.8%,<.01%
63633D104,NHI,National Health Investors Inc,0,-400,0,-33.62K,CLOSE,0%
93148P102,WD,Walker & Dunlop Inc,0,-300,0,-34.08K,CLOSE,0%
637870106,NSA,National Storage Affiliates Trust,200,-900,7.58K,-34.12K,-81.8%,<.01%
904708104,UNF,UniFirst Corp/MA,100,-200,17.11K,-34.22K,-66.7%,<.01%
867892101,SHO,Sunstone Hotel Investors Inc,100,-2900,1.18K,-34.34K,-96.7%,<.01%
847215100,SPTN,SpartanNash Co,300,-1900,5.5K,-34.81K,-86.4%,<.01%
G491BT108,IVZ,Invesco Ltd,6500,-2000,113.62K,-34.96K,-23.5%,<.01%
002121101,ATEN,A10 Networks Inc,400,-1900,7.36K,-34.96K,-82.6%,<.01%
89469A104,THS,TreeHouse Foods Inc,200,-1000,7.03K,-35.13K,-83.3%,<.01%
45778Q107,NSP,Insperity Inc,0,-400,0,-35.2K,CLOSE,0%
45841N107,IBKR,Interactive Brokers Group Inc,100,-200,17.67K,-35.33K,-66.7%,<.01%
88262P102,TPL,Texas Pacific Land Corp,10952,-32,12.11M,-35.39K,-0.3%,0.04%
94419L101,W,Wayfair Inc,200,-800,8.86K,-35.46K,-80%,<.01%
30214U102,EXPO,Exponent Inc,100,-400,8.91K,-35.64K,-80%,<.01%
34354P105,FLS,Flowserve Corporation,33629,-622,1.93M,-35.78K,-1.8%,<.01%
G1890L107,CPRI,Capri Holdings Ltd,300,-1700,6.32K,-35.8K,-85%,<.01%
68622V106,OGN,Organon & Co,400,-2400,5.97K,-35.81K,-85.7%,<.01%
68134L109,OLO,Olo Inc,600,-4700,4.61K,-36.1K,-88.7%,<.01%
222070203,COTY,Coty Inc,800,-5300,5.57K,-36.89K,-86.9%,<.01%
703395103,PDCO,Patterson Cos Inc,100,-1200,3.09K,-37.03K,-92.3%,<.01%
68218J103,OABI,OmniAb Inc,0,-8800,0,-37.22K,CLOSE,0%
635906100,NHC,National HealthCare Corp,0,-300,0,-37.73K,CLOSE,0%
87043Q108,SG,Sweetgreen Inc,100,-1200,3.21K,-38.47K,-92.3%,<.01%
023436108,AMED,Amedisys Inc,0,-400,0,-38.6K,CLOSE,0%
858586100,SCL,Stepan Co,0,-500,0,-38.62K,CLOSE,0%
47233W109,JEF,Jefferies Financial Group Inc,12388,-493,971.22K,-38.65K,-3.8%,<.01%
95058W100,WEN,Wendy's Co/The,100,-2400,1.63K,-39.12K,-96%,<.01%
45826H109,ITGR,Integer Holdings Corp,100,-300,13.25K,-39.76K,-75%,<.01%
042735100,ARW,Arrow Electronics Inc,0,-300,0,-39.85K,CLOSE,0%
501242101,KLIC,Kulicke & Soffa Industries Inc,0,-900,0,-40.62K,CLOSE,0%
045487105,ASB,Associated Banc-Corp,0,-1900,0,-40.93K,CLOSE,0%
92243G108,PCVX,Vaxcyte Inc,200,-500,16.37K,-40.93K,-71.4%,<.01%
681936100,OHI,Omega Healthcare Investors Inc,200,-1100,7.57K,-41.63K,-84.6%,<.01%
420877201,HAYN,Haynes International Inc,0,-700,0,-41.68K,CLOSE,0%
05465P101,AXNX,Axonics Inc,0,-600,0,-41.76K,CLOSE,0%
13100M509,CALX,Calix Inc,200,-1200,6.97K,-41.84K,-85.7%,<.01%
750491102,RDNT,RadNet Inc,100,-600,6.98K,-41.9K,-85.7%,<.01%
860630102,SF,Stifel Financial Corp,22701,-396,2.41M,-42.01K,-1.7%,<.01%
169905106,CHH,Choice Hotels International Inc,100,-300,14.2K,-42.59K,-75%,<.01%
393222104,GPRE,Green Plains Inc,1500,-4500,14.22K,-42.66K,-75%,<.01%
624758108,MWA,Mueller Water Products Inc,300,-1900,6.75K,-42.75K,-86.4%,<.01%
G61188101,LBTYA,Liberty Global Ltd,300,-3400,3.83K,-43.38K,-91.9%,<.01%
483007704,KALU,Kaiser Aluminum Corp,0,-600,0,-43.51K,CLOSE,0%
00081T108,ACCO,ACCO Brands Corp,1500,-8300,7.88K,-43.58K,-84.7%,<.01%
35243J101,FBRT,Franklin BSP Realty Trust Inc,800,-3500,10.03K,-43.89K,-81.4%,<.01%
85254J102,STAG,STAG Industrial Inc,400,-1300,13.53K,-43.97K,-76.5%,<.01%
346375108,FORM,FormFactor Inc,100,-1000,4.4K,-44K,-90.9%,<.01%
37247D106,GNW,Genworth Financial Inc,400,-6300,2.8K,-44.04K,-94%,<.01%
981811102,WOR,Worthington Enterprises Inc,100,-1100,4.01K,-44.12K,-91.7%,<.01%
459044103,IBOC,International Bancshares Corp,100,-700,6.32K,-44.21K,-87.5%,<.01%
784305104,HTO,H2O America,100,-900,4.92K,-44.3K,-90%,<.01%
225310101,CACC,Credit Acceptance Corp,0,-100,0,-44.34K,CLOSE,0%
418100103,HCP,HashiCorp Inc,100,-1300,3.42K,-44.47K,-92.9%,<.01%
G6683N103,NU,NU Holdings Ltd/Cayman Islands,202100,-4300,2.09M,-44.55K,-2.1%,<.01%
74982T103,RXO,RXO Inc,0,-1600,0,-44.8K,CLOSE,0%
27627N105,EBC,Eastern Bankshares Inc,300,-2600,5.17K,-44.85K,-89.7%,<.01%
257701201,DGICA,Donegal Group Inc,200,-2900,3.09K,-44.86K,-93.5%,<.01%
128030202,CALM,Cal-Maine Foods Inc,0,-600,0,-44.9K,CLOSE,0%
71844V201,PECO,Phillips Edison & Co Inc,300,-1200,11.24K,-44.95K,-80%,<.01%
98956A105,ZETA,Zeta Global Holdings Corp,300,-2500,5.4K,-44.97K,-89.3%,<.01%
10922N103,BHF,Brighthouse Financial Inc,0,-1000,0,-45.03K,CLOSE,0%
81619Q105,SEM,Select Medical Holdings Corp,0,-1300,0,-45.33K,CLOSE,0%
896522109,TRN,Trinity Industries Inc,200,-1300,7.02K,-45.63K,-86.7%,<.01%
29260Y109,EDR,Endeavor Group Holdings Inc,0,-1600,0,-45.7K,CLOSE,0%
963320106,WHR,Whirlpool Corp,200,-400,22.9K,-45.79K,-66.7%,<.01%
05370A108,RNA,Avidity Biosciences Inc,0,-1000,0,-45.93K,CLOSE,0%
826919102,SLAB,Silicon Laboratories Inc,0,-400,0,-46.23K,CLOSE,0%
737446104,POST,Post Holdings Inc,0,-400,0,-46.3K,CLOSE,0%
45826J105,NTLA,Intellia Therapeutics Inc,600,-4000,7K,-46.64K,-87%,<.01%
85571B105,STWD,Starwood Property Trust Inc,0,-2300,0,-46.87K,CLOSE,0%
440327104,HMN,Horace Mann Educators Corp,200,-1200,7.85K,-47.08K,-85.7%,<.01%
477143101,JBLU,JetBlue Airways Corp,1500,-6000,11.79K,-47.16K,-80%,<.01%
78440X887,SLG,SL Green Realty Corp,100,-700,6.79K,-47.54K,-87.5%,<.01%
628778102,NBTB,NBT Bancorp Inc,200,-1000,9.55K,-47.76K,-83.3%,<.01%
373865104,GABC,German American Bancorp Inc,100,-1200,4.02K,-48.26K,-92.3%,<.01%
90984P303,UCB,United Community Banks Inc/GA,100,-1500,3.23K,-48.47K,-93.8%,<.01%
293389102,EBF,Ennis Inc,300,-2300,6.33K,-48.51K,-88.5%,<.01%
922280102,VRNS,Varonis Systems Inc,400,-1100,17.77K,-48.87K,-73.3%,<.01%
124805102,CBZ,CBIZ Inc,100,-600,8.18K,-49.1K,-85.7%,<.01%
44925C103,ICFI,ICF International Inc,0,-300,0,-50.04K,CLOSE,0%
874080104,TAL,TAL Education Group,58647,-5100,587.64K,-51.1K,-8%,<.01%
87240R107,TFSL,TFS Financial Corp,1300,-4100,16.33K,-51.5K,-75.9%,<.01%
00404A109,ACHC,Acadia Healthcare Co Inc,300,-1300,11.89K,-51.55K,-81.2%,<.01%
466032109,JJSF,J & J Snack Foods Corp,0,-300,0,-51.64K,CLOSE,0%
29355X107,NPO,Enpro Inc,100,-300,17.25K,-51.73K,-75%,<.01%
49926D109,KN,Knowles Corp,800,-2600,15.94K,-51.82K,-76.5%,<.01%
550241103,LUMN,Lumen Technologies Inc,700,-9800,3.72K,-52.04K,-93.3%,<.01%
530307107,LBRDA,Liberty Broadband Corp,100,-700,7.44K,-52.05K,-87.5%,<.01%
03784Y200,APLE,Apple Hospitality REIT Inc,1100,-3400,16.89K,-52.19K,-75.6%,<.01%
448947507,IDT,IDT Corp,100,-1100,4.75K,-52.27K,-91.7%,<.01%
353514102,FELE,Franklin Electric Co Inc,0,-500,0,-52.41K,CLOSE,0%
82982L103,SITE,SiteOne Landscape Supply Inc,200,-400,26.35K,-52.71K,-66.7%,<.01%
830830105,SKY,Champion Homes Inc,100,-600,8.81K,-52.86K,-85.7%,<.01%
513847103,MZTI,Marzetti Company/The,0,-300,0,-52.97K,CLOSE,0%
21044C107,ROAD,Construction Partners Inc,100,-600,8.85K,-53.08K,-85.7%,<.01%
29358P101,ENSG,Ensign Group Inc/The,100,-400,13.29K,-53.14K,-80%,<.01%
88146M101,TRNO,Terreno Realty Corp,400,-900,23.66K,-53.23K,-69.2%,<.01%
G76279101,ROIV,Roivant Sciences Ltd,700,-4500,8.28K,-53.23K,-86.5%,<.01%
75574U101,RC,Ready Capital Corp,1800,-7900,12.28K,-53.88K,-81.4%,<.01%
19239V302,CCOI,Cogent Communications Holdings Inc,200,-700,15.41K,-53.95K,-77.8%,<.01%
011311107,ALG,Alamo Group Inc,0,-300,0,-54.04K,CLOSE,0%
501147102,KRYS,Krystal Biotech Inc,0,-300,0,-54.61K,CLOSE,0%
854231107,SXI,Standex International Corp,0,-300,0,-54.83K,CLOSE,0%
12763L105,CDRE,Cadre Holdings Inc,300,-1700,9.69K,-54.91K,-85%,<.01%
32055Y201,FIBK,First Interstate BancSystem Inc,100,-1700,3.25K,-55.2K,-94.4%,<.01%
462222100,IONS,Ionis Pharmaceuticals Inc,500,-1600,17.48K,-55.94K,-76.2%,<.01%
44891N208,IAC,IAC Inc,300,-1300,12.94K,-56.08K,-81.2%,<.01%
313148306,AGM,Federal Agricultural Mortgage Corp,0,-300,0,-56.22K,CLOSE,0%
23282W605,CYTK,Cytokinetics Inc,200,-1200,9.41K,-56.45K,-85.7%,<.01%
40415F101,HDB,HDFC Bank Ltd,23863,-887,1.52M,-56.64K,-3.6%,<.01%
14174T107,CTRE,CareTrust REIT Inc,300,-2100,8.12K,-56.8K,-87.5%,<.01%
04911A107,AUB,Atlantic Union Bankshares Corp,100,-1500,3.79K,-56.82K,-93.8%,<.01%
680277100,OSBC,Old Second Bancorp Inc,300,-3200,5.33K,-56.9K,-91.4%,<.01%
829073105,SSD,Simpson Manufacturing Co Inc,0,-300,0,-57.38K,CLOSE,0%
053807103,AVT,Avnet Inc,200,-1100,10.46K,-57.55K,-84.6%,<.01%
589889104,MMSI,Merit Medical Systems Inc,100,-600,9.67K,-58.03K,-85.7%,<.01%
904311206,UA,Under Armour Inc,100,-7800,746,-58.19K,-98.7%,<.01%
681116109,OLLI,Ollie's Bargain Outlet Holdings Inc,0,-600,0,-58.32K,CLOSE,0%
H17182108,CRSP,CRISPR Therapeutics AG,100,-1500,3.94K,-59.04K,-93.8%,<.01%
477839104,JBTM,JBT Marel Corp,0,-600,0,-59.11K,CLOSE,0%
15643U104,LEU,Centrus Energy Corp,200,-900,13.32K,-59.95K,-81.8%,<.01%
918204108,VFC,VF Corp,800,-2800,17.17K,-60.09K,-77.8%,<.01%
432748101,HTH,Hilltop Holdings Inc,300,-2100,8.59K,-60.12K,-87.5%,<.01%
83001C108,FUN,Six Flags Entertainment Corporation (US),0,-1502,0,-60.55K,CLOSE,0%
03753U106,APLS,Apellis Pharmaceuticals Inc,0,-2100,0,-60.56K,CLOSE,0%
49803T300,KRG,Kite Realty Group Trust,300,-2400,7.57K,-60.58K,-88.9%,<.01%
06652K103,BKU,BankUnited Inc,300,-1600,11.45K,-61.07K,-84.2%,<.01%
680223104,ORI,Old Republic International Corp,200,-1700,7.24K,-61.52K,-89.5%,<.01%
37954A204,GMRE,Global Medical REIT Inc,900,-8000,6.95K,-61.76K,-89.9%,<.01%
33829M101,FIVE,Five Below Inc,0,-700,0,-61.84K,CLOSE,0%
749607107,RLI,RLI Corp,0,-400,0,-61.99K,CLOSE,0%
03076K108,ABCB,Ameris Bancorp,100,-1000,6.26K,-62.57K,-90.9%,<.01%
422704106,HL,Hecla Mining Co,2100,-12800,10.31K,-62.85K,-85.9%,<.01%
90400D108,RARE,Ultragenyx Pharmaceutical Inc,100,-1500,4.21K,-63.1K,-93.8%,<.01%
92686J106,VKTX,Viking Therapeutics Inc,0,-1000,0,-63.31K,CLOSE,0%
130788102,CWT,California Water Service Group,600,-1400,27.2K,-63.46K,-70%,<.01%
147448104,CWST,Casella Waste Systems Inc,100,-600,10.58K,-63.49K,-85.7%,<.01%
50050N103,KTB,Kontoor Brands Inc,18929,-744,1.62M,-63.55K,-3.8%,<.01%
204149108,CTBI,Community Trust Bancorp Inc,100,-1200,5.3K,-63.64K,-92.3%,<.01%
03762U105,ARI,Apollo Commercial Real Estate Finance Inc,1800,-7400,15.59K,-64.08K,-80.4%,<.01%
81725T100,SXT,Sensient Technologies Corp,100,-900,7.13K,-64.13K,-90%,<.01%
45765U103,NSIT,Insight Enterprises Inc,0,-300,0,-64.62K,CLOSE,0%
74112D101,PBH,Prestige Consumer Healthcare Inc,0,-900,0,-64.89K,CLOSE,0%
819047101,SHAK,Shake Shack Inc,100,-500,12.98K,-64.9K,-83.3%,<.01%
37637Q105,GBCI,Glacier Bancorp Inc,100,-1300,5.02K,-65.29K,-92.9%,<.01%
221006109,CRVL,CorVel Corp,0,-200,0,-65.38K,CLOSE,0%
565788106,MARA,MARA Holdings Inc,200,-3900,3.35K,-65.4K,-95.1%,<.01%
816300107,SIGI,Selective Insurance Group Inc,100,-700,9.35K,-65.46K,-87.5%,<.01%
021369103,ALTR,Altair Engineering Inc,200,-600,21.82K,-65.47K,-75%,<.01%
959802109,WU,Western Union Co/The,0,-5500,0,-65.61K,CLOSE,0%
361448103,GATX,GATX Corp,0,-500,0,-66.22K,CLOSE,0%
000957100,ABM,ABM Industries Inc,200,-1300,10.24K,-66.53K,-86.7%,<.01%
750236101,RDN,Radian Group Inc,300,-2100,9.52K,-66.61K,-87.5%,<.01%
574795100,MASI,Masimo Corp,0,-500,0,-66.67K,CLOSE,0%
G61188127,LBTYK,Liberty Global Ltd,1500,-5100,19.71K,-67.01K,-77.3%,<.01%
858912108,SRCL,Stericycle Inc,0,-1100,0,-67.1K,CLOSE,0%
576690101,MTRN,Materion Corp,0,-600,0,-67.12K,CLOSE,0%
55024U109,LITE,Lumentum Holdings Inc,100,-800,8.39K,-67.16K,-88.9%,<.01%
488401100,KMPR,Kemper Corp,0,-1100,0,-67.38K,CLOSE,0%
45774W108,IIIN,Insteel Industries Inc,300,-2500,8.1K,-67.53K,-89.3%,<.01%
700517105,PK,Park Hotels & Resorts Inc,900,-4800,12.66K,-67.54K,-84.2%,<.01%
78573L106,SBRA,Sabra Health Care REIT Inc,800,-3900,13.86K,-67.55K,-83%,<.01%
90278Q108,UFPI,UFP Industries Inc,100,-600,11.27K,-67.59K,-85.7%,<.01%
48282T104,KAI,Kadant Inc,0,-200,0,-67.6K,CLOSE,0%
039653100,ACA,Arcosa Inc,200,-700,19.35K,-67.72K,-77.8%,<.01%
91680M107,UPST,Upstart Holdings Inc,200,-1100,12.31K,-67.73K,-84.6%,<.01%
26701L100,BROS,Dutch Bros Inc,200,-1300,10.48K,-68.09K,-86.7%,<.01%
358039105,FRPT,Freshpet Inc,0,-500,0,-68.39K,CLOSE,0%
83417Q204,SWI,SolarWinds Corp,200,-4800,2.85K,-68.4K,-96%,<.01%
31847R102,FAF,First American Financial Corp,200,-1100,12.49K,-68.68K,-84.6%,<.01%
093671105,HRB,H&R Block Inc,200,-1300,10.57K,-68.69K,-86.7%,<.01%
109696104,BCO,Brink's Co/The,0,-600,0,-69.38K,CLOSE,0%
09627Y109,BPMC,Blueprint Medicines Corp,300,-800,26.17K,-69.78K,-72.7%,<.01%
04208T108,AHH,Armada Hoffler Properties Inc,0,-6500,0,-70.39K,CLOSE,0%
